number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status,outcome
2,0,0,1,Meal Plan 1,1,Room_Type 1,61,Online,0,0,0,98.25,1,9/15/2017,Not_Canceled,0
1,0,1,1,Not Selected,0,Room_Type 1,4,Online,0,0,0,104,1,4/16/2018,Not_Canceled,0
2,2,0,1,Meal Plan 1,1,Room_Type 6,37,Online,0,0,0,216.9,3,7/7/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,81.9,1,3/11/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,443,Offline,0,0,0,65,0,4/29/2018,Canceled,1
3,0,2,2,Meal Plan 1,0,Room_Type 4,5,Offline,0,0,0,105,1,9/26/2017,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,79,0,1/21/2018,Not_Canceled,0
2,2,2,2,Meal Plan 1,0,Room_Type 6,42,Online,0,0,0,198.9,0,5/15/2018,Canceled,1
2,1,1,2,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,171,2,8/8/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,224,Online,0,0,0,119.85,1,9/14/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,46,Offline,0,0,0,75,0,11/11/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,8,Corporate,0,0,0,65,0,9/29/2017,Not_Canceled,0
2,0,0,3,Not Selected,0,Room_Type 1,100,Online,0,0,0,79.2,2,11/17/2018,Canceled,1
2,0,1,1,Not Selected,0,Room_Type 1,105,Online,0,0,0,107.1,1,8/6/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,63,Offline,0,0,0,71,0,1/19/2018,Not_Canceled,0
2,0,2,0,Not Selected,0,Room_Type 1,72,Online,0,0,0,79.2,3,11/13/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 4,28,Online,0,0,0,130.8,0,6/13/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Online,0,0,0,94.5,0,6/24/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,282,Offline,0,0,0,76.67,0,10/10/2017,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,126.9,1,6/20/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,8/14/2017,Not_Canceled,0
2,0,2,1,Not Selected,0,Room_Type 1,89,Online,0,0,0,79.5,1,4/9/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,63,Offline,0,0,0,116,0,9/4/2017,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,252,Online,0,0,0,67.5,0,11/15/2018,Canceled,1
1,0,4,15,Meal Plan 1,0,Room_Type 1,92,Online,0,0,0,63.75,1,12/1/2017,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,247,Online,0,0,0,70.03,1,10/28/2018,Canceled,1
2,1,0,3,Meal Plan 1,0,Room_Type 1,130,Online,0,0,0,104.4,1,5/5/2018,Not_Canceled,0
2,0,1,3,Meal Plan 2,0,Room_Type 1,61,Online,0,0,0,120.7,1,11/21/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,119.85,1,6/17/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,136,0,2/15/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,91,1,1/30/2018,Not_Canceled,0
1,0,2,2,Meal Plan 1,0,Room_Type 1,162,Offline,0,0,0,115,0,10/14/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,138,2,9/2/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,106,3,8/20/2017,Not_Canceled,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,111,0,5/29/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,187,Online,0,0,0,78.41,0,10/10/2018,Canceled,1
1,0,1,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,103,1,11/14/2018,Not_Canceled,0
2,0,2,4,Meal Plan 1,0,Room_Type 1,80,Offline,0,0,0,80.75,0,3/26/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,192,Online,0,0,0,66.71,0,5/28/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,0,90,0,2/19/2018,Canceled,1
2,0,1,1,Meal Plan 1,0,Room_Type 2,31,Online,0,0,0,81.9,1,3/14/2018,Not_Canceled,0
1,0,2,2,Meal Plan 1,0,Room_Type 1,39,Corporate,0,0,0,65,0,11/27/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,112,Offline,0,0,0,100,0,6/2/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,0,0,0,115,1,9/13/2018,Canceled,1
2,0,2,5,Meal Plan 1,0,Room_Type 1,190,Online,0,0,0,93.5,1,9/8/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89,0,11/3/2018,Canceled,1
3,0,0,1,Meal Plan 1,0,Room_Type 4,102,Online,0,0,0,159.3,1,5/21/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,115.23,2,9/27/2018,Not_Canceled,0
3,0,1,2,Meal Plan 1,0,Room_Type 4,198,Online,0,0,0,137.7,0,8/22/2018,Canceled,1
1,0,1,0,Meal Plan 1,0,Room_Type 1,4,Corporate,1,0,1,65,0,5/23/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120,0,6/14/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,64,Offline,0,0,0,85,0,10/16/2017,Not_Canceled,0
2,1,2,4,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,127.8,2,3/23/2018,Canceled,1
2,0,0,3,Not Selected,0,Room_Type 1,43,Online,0,0,0,109.2,2,4/28/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,104,Offline,0,0,0,65,0,12/3/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 2,181,Online,0,0,0,76.5,2,8/6/2017,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,85.85,0,3/28/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115,0,7/21/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,15,Corporate,0,0,0,81,0,2/19/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110,0,10/12/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 2,137,Offline,0,0,0,80.75,0,6/10/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,124.3,0,5/6/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,66,0,3/8/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,75,0,11/21/2018,Not_Canceled,0
2,2,1,3,Meal Plan 1,0,Room_Type 6,176,Online,0,0,0,169.88,3,10/24/2018,Not_Canceled,0
1,0,0,4,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,65,0,12/1/2017,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,104,0,12/17/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,35,Online,0,0,0,116.1,0,3/16/2018,Canceled,1
2,1,0,4,Meal Plan 1,0,Room_Type 2,11,Offline,0,0,0,78.94,2,9/8/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,153,Online,0,0,0,109.8,1,7/22/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,80.75,0,9/18/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,79.2,0,8/17/2017,Canceled,1
2,0,2,5,Meal Plan 1,0,Room_Type 1,31,Online,0,0,0,129.6,1,8/23/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,17,Corporate,1,0,1,65,0,12/9/2018,Not_Canceled,0
2,0,0,3,Not Selected,0,Room_Type 1,8,Online,0,0,0,116.67,1,11/3/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,86,Corporate,0,0,0,100,0,9/9/2017,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,49,Offline,0,0,0,60,0,1/22/2018,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,181,Online,0,0,0,71.1,0,11/18/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110,0,10/12/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89,0,11/3/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,0,0,0,115,1,9/13/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,116.75,1,9/9/2017,Not_Canceled,0
2,0,0,4,Not Selected,0,Room_Type 1,160,Online,0,0,0,97.75,0,7/6/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,136,Online,0,0,0,83.12,1,8/11/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,81,0,1/27/2018,Not_Canceled,0
2,0,1,2,Not Selected,0,Room_Type 1,128,Online,0,0,0,85.5,0,6/27/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,39,Offline,0,0,0,63,0,11/7/2017,Not_Canceled,0
3,0,1,2,Meal Plan 1,0,Room_Type 4,165,Online,0,0,0,151.2,0,10/7/2018,Canceled,1
2,2,0,2,Meal Plan 1,0,Room_Type 6,31,Online,0,0,0,198.9,0,5/6/2018,Canceled,1
2,0,2,7,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,85.51,1,3/17/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,11,Corporate,0,0,0,112.88,0,9/5/2018,Not_Canceled,0
2,0,1,2,Meal Plan 2,0,Room_Type 1,4,Offline,0,0,0,117,0,2/8/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,89,Offline,0,0,0,72.25,3,7/17/2018,Not_Canceled,0
1,0,0,1,Not Selected,1,Room_Type 1,17,Online,0,0,0,104,1,11/6/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,30,Offline,0,0,0,140,0,6/2/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,104.85,0,10/16/2017,Not_Canceled,0
2,1,2,3,Meal Plan 1,0,Room_Type 1,86,Online,0,0,0,123.84,1,10/22/2018,Canceled,1
2,0,0,3,Meal Plan 2,0,Room_Type 1,203,Online,0,0,0,112.5,0,12/8/2018,Not_Canceled,0
2,2,0,1,Meal Plan 1,0,Room_Type 6,23,Online,0,0,0,250,1,9/26/2017,Canceled,1
3,0,0,2,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,142,4,10/1/2017,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,109.8,2,8/30/2018,Not_Canceled,0
2,1,1,2,Meal Plan 1,0,Room_Type 4,31,Offline,0,0,0,90,1,10/26/2017,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,137,Online,0,0,0,100.8,0,8/23/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,104.4,2,10/25/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,87,1,11/27/2017,Canceled,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,38,Offline,0,0,0,85.5,0,6/18/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,77.76,0,11/3/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,71,0,1/19/2018,Not_Canceled,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,133,Online,0,0,0,118.8,2,10/3/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,72,0,3/10/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,144,1,4/13/2018,Not_Canceled,0
2,0,0,3,Meal Plan 2,0,Room_Type 1,119,Offline,0,0,0,97.75,1,7/13/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,114,1,9/15/2017,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,145,Online,0,0,0,95.4,0,6/2/2018,Canceled,1
1,0,2,2,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61,0,2/28/2018,Canceled,1
2,0,2,2,Meal Plan 2,1,Room_Type 4,191,Online,0,0,0,153.5,1,8/14/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,229,Online,0,0,0,89.25,0,10/22/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 4,38,Offline,0,0,0,60,0,11/5/2017,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,100,0,10/2/2017,Not_Canceled,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,90,Online,0,0,0,90.9,1,4/18/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,20,Corporate,0,0,0,75,0,6/29/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,0,0,0,115,1,8/18/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 4,95,Online,0,0,0,93.08,1,4/5/2018,Not_Canceled,0
1,0,1,2,Meal Plan 1,0,Room_Type 4,4,Aviation,0,0,0,110,0,10/10/2018,Not_Canceled,0
2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104,0,4/6/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,23,Offline,0,0,0,60,0,1/1/2018,Not_Canceled,0
2,1,0,1,Meal Plan 1,0,Room_Type 1,118,Online,0,0,0,114.3,1,8/11/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 4,54,Online,0,0,0,140.4,0,6/4/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,85,0,10/2/2018,Not_Canceled,0
3,0,0,1,Meal Plan 1,1,Room_Type 4,1,Online,0,0,0,206,2,5/20/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,97,Online,0,0,0,76.5,0,8/19/2017,Not_Canceled,0
2,0,2,1,Not Selected,0,Room_Type 1,140,Online,0,0,0,109.2,2,6/4/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89,0,11/4/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Offline,0,0,0,95,0,5/13/2018,Canceled,1
2,2,1,0,Meal Plan 1,0,Room_Type 6,162,Online,0,0,0,168.3,0,7/4/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,161.33,1,7/7/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,125,Online,0,0,0,114.3,1,7/9/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,22,Corporate,0,0,0,84,0,8/12/2018,Not_Canceled,0
2,2,2,3,Meal Plan 2,0,Room_Type 6,64,Online,0,0,0,214.2,1,4/17/2018,Not_Canceled,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,100.67,1,11/21/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,96.3,1,10/23/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,110,1,5/24/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109,0,9/18/2017,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,41,Corporate,0,0,0,85.67,0,3/13/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,25,Complementary,0,0,0,0,0,11/11/2018,Not_Canceled,0
2,1,0,1,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,161.1,2,8/5/2018,Not_Canceled,0
3,0,0,3,Meal Plan 1,0,Room_Type 4,51,Online,0,0,0,123.3,0,3/30/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,136,1,4/11/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,298,Offline,0,0,0,76,0,5/10/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,85,0,2/10/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,98.8,2,11/22/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,111,0,4/7/2018,Canceled,1
2,0,2,5,Meal Plan 1,0,Room_Type 1,127,Offline,0,0,0,86.36,0,8/8/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,143,Online,0,0,0,121.8,0,7/19/2018,Canceled,1
1,0,1,1,Meal Plan 2,0,Room_Type 1,301,Offline,0,0,0,90,0,7/30/2018,Not_Canceled,0
3,0,0,2,Meal Plan 1,0,Room_Type 4,52,Online,0,0,0,137.7,1,7/12/2018,Not_Canceled,0
1,0,2,3,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,76,0,2/27/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,237,Online,0,0,0,89.25,0,9/14/2017,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 4,47,Online,0,0,0,89.3,1,2/20/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,226,Offline,0,0,0,70,1,10/29/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 4,59,Online,0,0,0,119.4,1,6/26/2018,Not_Canceled,0
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120,0,6/12/2018,Canceled,1
2,0,1,3,Meal Plan 2,0,Room_Type 1,200,Online,0,0,0,152.15,2,9/19/2018,Canceled,1
2,1,1,0,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,126,0,9/5/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,9,Corporate,0,0,0,75,0,11/18/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,169,2,9/22/2018,Not_Canceled,0
1,0,2,3,Meal Plan 1,0,Room_Type 1,65,Online,0,0,0,118.14,1,9/25/2017,Not_Canceled,0
1,0,0,1,Not Selected,0,Room_Type 1,3,Online,0,0,0,95.48,0,5/13/2018,Canceled,1
2,0,0,3,Not Selected,0,Room_Type 1,24,Online,0,0,0,119,2,10/20/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,159,Offline,0,0,0,144,0,9/19/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,71.4,0,9/16/2017,Not_Canceled,0
3,0,0,3,Meal Plan 1,0,Room_Type 4,36,Online,0,0,0,152.4,2,4/28/2018,Not_Canceled,0
2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104,0,4/6/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 4,19,Offline,0,0,0,52.5,2,11/4/2017,Not_Canceled,0
2,0,0,2,Not Selected,0,Room_Type 1,27,Online,0,0,0,99,1,4/12/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,93.6,2,12/2/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,10/16/2017,Canceled,1
2,0,0,3,Not Selected,0,Room_Type 1,44,Online,0,0,0,107.1,0,6/30/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,57,Offline,0,0,0,90.67,1,6/10/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,92.17,1,10/19/2017,Not_Canceled,0
2,0,0,1,Meal Plan 2,0,Room_Type 1,0,Online,0,0,0,0,0,7/20/2018,Not_Canceled,0
2,0,2,0,Not Selected,0,Room_Type 1,87,Online,0,0,0,79.2,0,12/25/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,156,Online,0,0,0,14,0,3/23/2018,Canceled,1
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60,0,2/28/2018,Canceled,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,100,0,10/15/2017,Not_Canceled,0
1,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,90,0,7/21/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,130,1,11/5/2018,Canceled,1
2,1,2,5,Meal Plan 2,0,Room_Type 1,125,Offline,0,0,0,84.58,1,7/18/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 5,28,Online,0,0,0,171.87,0,10/8/2018,Not_Canceled,0
2,0,0,4,Not Selected,0,Room_Type 1,38,Online,0,0,0,95.2,0,12/27/2018,Not_Canceled,0
2,2,1,5,Meal Plan 1,0,Room_Type 2,30,Online,0,0,0,139.05,0,2/2/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 4,80,Offline,0,0,0,136,0,10/9/2017,Not_Canceled,0
1,0,5,10,Meal Plan 1,0,Room_Type 1,11,Aviation,0,0,0,95,0,5/9/2018,Canceled,1
3,0,2,1,Meal Plan 1,0,Room_Type 4,16,Online,0,0,0,173.67,1,7/31/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,146,2,6/9/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,1,Room_Type 1,2,Online,0,0,0,179,1,8/9/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 4,20,Online,0,0,0,99,1,1/29/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,75,Corporate,0,0,0,65,0,12/9/2017,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115,0,7/21/2018,Canceled,1
2,1,2,5,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,121.5,0,7/23/2018,Canceled,1
2,1,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,140,0,10/5/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,214,Online,0,0,0,90.95,1,10/20/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,206,Online,0,0,0,102.85,0,10/6/2018,Canceled,1
1,0,1,0,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,85,1,9/11/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73,0,11/20/2017,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 4,189,Online,0,0,0,109.8,0,10/28/2018,Canceled,1
1,0,2,0,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,82,0,1/3/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75,0,4/6/2018,Canceled,1
3,0,1,2,Meal Plan 1,1,Room_Type 4,13,Online,0,0,0,192.67,1,3/25/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,53,Online,0,0,0,135.9,1,9/15/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,227,Online,0,0,0,92.29,0,8/30/2018,Canceled,1
2,0,0,4,Meal Plan 1,0,Room_Type 4,92,Offline,0,0,0,106.08,0,5/24/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 4,67,Online,0,0,0,132.3,0,10/17/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,0,0,0,115,1,8/18/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 2,280,Online,0,0,0,94.95,1,8/12/2018,Canceled,1
2,0,1,3,Not Selected,0,Room_Type 1,180,Online,0,0,0,102.6,0,10/10/2018,Canceled,1
2,1,2,1,Not Selected,0,Room_Type 1,45,Online,0,0,0,96.33,1,9/10/2018,Not_Canceled,0
2,0,2,1,Meal Plan 2,0,Room_Type 1,150,Offline,0,0,0,101,0,1/2/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,100,1,5/2/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,87,Online,0,0,0,118.35,0,10/23/2018,Canceled,1
2,0,0,2,Not Selected,0,Room_Type 1,15,Online,0,0,0,79,0,2/12/2018,Canceled,1
2,0,2,4,Meal Plan 1,0,Room_Type 1,24,Offline,0,0,0,85,0,9/20/2017,Not_Canceled,0
3,0,1,4,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,134.57,3,6/27/2018,Not_Canceled,0
2,1,1,5,Meal Plan 2,0,Room_Type 1,7,Online,0,0,0,169.17,0,3/7/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 4,36,Online,0,0,0,123.97,1,9/4/2018,Canceled,1
1,0,0,2,Not Selected,0,Room_Type 1,57,Online,0,0,0,111.6,2,5/18/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,161,Online,0,0,0,128.7,0,5/19/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,152,Online,0,0,0,101.15,0,7/22/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Offline,0,0,0,85,0,4/15/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,211,Offline,0,0,0,100,0,5/20/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,110,1,5/24/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,157,Online,0,0,0,90.95,0,6/26/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,145,2,9/22/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,289,Offline,0,0,0,67,0,10/17/2017,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,147,0,3/31/2018,Not_Canceled,0
